Position,Genre,Age,Nationality,Needs to be relocated,Years of experience,Number of previous companies,Desired salary,Interested in freelance positions,Interested in permanent positions,Human resource score,Tech score,Exam score,Average score,Offer,Hired
CTO,Female,47,French,False,20,8,70000,True,True,2,4,3,3.0,64064,False
Software architect,Male,34,Indian,True,10,2,55000,False,True,1,4,3,2.67,50147,False
Software developer,Male,33,Turkish,False,9,1,29000,False,False,4,1,2,2.33,23294,False
Software developer,Male,36,French,False,9,3,29000,False,True,2,4,3,3.0,23571,True
Devops,Male,36,Italian,False,12,4,48000,False,True,3,1,1,1.67,42116,True
Software developer,Female,38,French,False,9,6,29000,False,True,2,4,2,2.67,27602,False
Product owner,Male,38,Indian,False,12,1,40000,True,False,1,4,1,2.0,34230,True
CTO,Female,48,Brazilian,False,20,15,70000,True,False,2,1,0,1.0,60331,True
Software architect,Male,37,British,False,10,1,55000,False,True,2,0,4,2.0,53442,True
Software developer,Female,34,Italian,False,9,4,29000,False,False,2,0,2,1.33,26897,False
Software architect,Female,35,Irish,False,10,8,55000,False,False,3,4,0,2.33,52696,False
Software engineer,Male,26,French,True,3,2,38000,False,True,3,4,0,2.33,32003,False
Software architect,Female,36,Italian,False,10,8,55000,False,True,3,0,3,2.0,51130,False
Sysops,Male,31,Italian,True,7,2,273000,False,False,0,3,4,2.33,272410,False
Software engineer,Male,31,Brazilian,False,3,1,38000,False,False,0,3,0,1.0,32893,False
Software architect,Female,33,British,False,10,2,55000,False,False,4,1,4,3.0,53072,True
Software architect,Male,35,Portuguese,False,10,1,55000,False,True,2,2,2,2.0,53191,True
Software developer,Female,37,Italian,False,9,8,29000,False,False,0,3,1,1.33,28045,True
Software engineer,Male,26,Brazilian,False,3,2,38000,False,True,2,4,1,2.33,35559,False
Software architect,Male,34,British,False,10,5,55000,True,False,0,2,3,1.67,44787,False
Software engineer,Male,31,French,False,3,1,38000,True,False,2,1,3,2.0,35443,True
Software developer,Male,34,French,False,9,2,29000,True,True,2,3,3,2.67,25064,True
Scrum master,Female,48,Spanish,False,19,12,47000,True,True,0,2,3,1.67,42597,True
Software architect,Male,36,Italian,False,10,4,55000,False,True,0,2,2,1.33,44569,True
Software architect,Male,39,Indian,False,10,9,55000,False,True,3,2,3,2.67,48914,False
Devops,Male,38,Turkish,True,12,11,48000,True,False,2,2,4,2.67,40081,False
Software architect,Female,34,Brazilian,False,10,5,55000,False,True,1,0,0,0.33,,
Product owner,Male,37,French,False,12,3,40000,False,True,2,2,2,2.0,34852,False
Product owner,Female,36,Irish,False,12,11,40000,True,False,4,3,3,3.33,37237,False
Product owner,Female,39,French,False,12,2,40000,False,True,3,1,1,1.67,35127,False
Sysops,Male,36,French,False,7,6,273000,False,False,2,0,1,1.0,264977,True
Software developer,Female,34,Portuguese,False,9,8,29000,False,False,1,4,4,3.0,25011,False
Scrum master,Male,42,Italian,False,19,15,47000,False,False,1,3,2,2.0,39530,True
Scrum master,Female,41,Irish,False,19,11,47000,False,True,2,1,1,1.33,43290,True
Software architect,Female,38,Brazilian,False,10,8,55000,True,True,1,2,4,2.33,47639,True
Sysops,Male,32,Indian,False,7,6,273000,False,False,1,3,2,2.0,262930,True
Sysops,Male,33,Italian,False,7,4,273000,False,True,4,3,1,2.67,258751,False
Software architect,Female,32,French,False,10,8,55000,True,True,4,1,0,1.67,52586,False
Software engineer,Male,29,Indian,False,3,1,38000,False,True,4,1,0,1.67,37548,True
Devops,Female,34,Portuguese,False,12,6,48000,True,True,1,4,1,2.0,47998,False
Software engineer,Female,27,Irish,False,3,1,38000,False,True,0,3,4,2.33,31596,True
Sysops,Male,31,Spanish,False,7,2,273000,False,True,0,0,3,1.0,266378,True
Software engineer,Male,29,British,False,3,2,38000,False,False,2,0,2,1.33,30543,True
Software developer,Male,36,Turkish,True,9,2,29000,False,True,3,3,3,3.0,24719,True
Software architect,Male,37,Turkish,False,10,4,55000,False,False,3,2,0,1.67,49435,True
Scrum master,Female,47,British,True,19,9,47000,False,False,3,3,2,2.67,44033,False
Devops,Male,35,Irish,False,12,1,48000,False,False,0,0,3,1.0,39141,False
Product owner,Male,40,Italian,False,12,1,40000,False,False,2,2,3,2.33,32481,False
Product owner,Female,40,Brazilian,True,12,11,40000,False,False,3,3,2,2.67,38903,True
CTO,Male,44,Brazilian,False,20,19,70000,False,True,2,0,4,2.0,67821,True
Software architect,Male,36,Indian,False,10,5,55000,False,False,1,4,0,1.67,50035,True
CTO,Female,47,Spanish,False,20,12,70000,False,True,4,1,3,2.67,56992,True
Scrum master,Male,41,Spanish,True,19,10,47000,False,True,0,0,1,0.33,,
CTO,Female,42,Brazilian,False,20,19,70000,False,False,1,1,3,1.67,67161,False
Software architect,Male,36,Italian,True,10,1,55000,False,False,0,4,2,2.0,46998,False
Devops,Female,40,Spanish,False,12,7,48000,False,False,0,4,0,1.33,46313,True
Sysops,Female,31,Brazilian,False,7,2,273000,False,False,1,0,0,0.33,,
Sysops,Male,35,Italian,True,7,5,273000,False,False,0,2,2,1.33,241275,True
CTO,Female,48,British,True,20,3,70000,False,False,4,0,4,2.67,62881,True
Software architect,Male,34,Indian,False,10,7,55000,True,False,4,3,1,2.67,50530,False
Scrum master,Male,43,Indian,False,19,7,47000,True,True,0,2,3,1.67,44094,False
Sysops,Male,29,Portuguese,False,7,4,273000,False,True,3,3,1,2.33,229064,True
Software architect,Male,38,French,False,10,4,55000,True,False,4,4,1,3.0,52137,True
Software architect,Female,36,Spanish,False,10,9,55000,False,False,2,2,0,1.33,45740,False
Software architect,Male,37,Spanish,True,10,9,55000,False,True,4,2,1,2.33,50888,True
Software engineer,Male,29,Irish,True,3,1,38000,False,True,1,0,1,0.67,,
Software developer,Male,36,British,True,9,2,29000,False,True,4,0,2,2.0,24652,True
Product owner,Male,35,Brazilian,True,12,9,40000,False,True,0,4,1,1.67,38748,True
Software developer,Female,32,Brazilian,False,9,8,29000,False,True,0,3,4,2.33,24154,False
Software developer,Male,34,Indian,False,9,8,29000,False,True,0,2,4,2.0,23899,True
CTO,Female,46,Portuguese,False,20,7,70000,False,True,3,2,2,2.33,69990,False
Scrum master,Female,42,Portuguese,False,19,15,47000,False,True,3,0,4,2.33,39253,True
Software developer,Male,36,British,True,9,2,29000,True,False,3,0,0,1.0,25441,True
Devops,Female,35,British,False,12,1,48000,True,False,0,0,2,0.67,,
Software developer,Female,31,British,True,9,8,29000,False,False,1,4,4,3.0,23810,False
Sysops,Female,36,Italian,True,7,4,273000,True,True,1,4,3,2.67,235946,False
Software architect,Female,37,Indian,False,10,3,55000,False,True,0,0,3,1.0,54702,True
Software developer,Male,37,Spanish,False,9,1,29000,False,False,2,2,2,2.0,28648,True
Software developer,Female,31,Spanish,False,9,2,29000,True,True,0,1,2,1.0,27370,True
Software architect,Female,35,Indian,False,10,4,55000,False,False,3,2,1,2.0,49088,True
Product owner,Female,41,Spanish,False,12,2,40000,True,True,0,0,4,1.33,37364,False
Software architect,Male,37,Spanish,True,10,8,55000,False,True,3,0,1,1.33,53498,True
Sysops,Male,34,Turkish,False,7,4,273000,False,False,4,2,3,3.0,236069,False
Software engineer,Female,32,Italian,False,3,1,38000,False,True,4,0,1,1.67,37909,False
Product owner,Male,35,Turkish,False,12,3,40000,True,True,2,2,2,2.0,39054,False
Software architect,Male,38,Brazilian,False,10,8,55000,False,False,4,0,1,1.67,50141,False
Scrum master,Male,42,Italian,False,19,13,47000,False,True,0,2,1,1.0,40534,True
Sysops,Female,36,Turkish,True,7,3,273000,False,False,3,2,1,2.0,219115,False
Sysops,Female,31,Irish,False,7,5,273000,True,False,3,3,1,2.33,271514,False
Software architect,Female,34,Portuguese,False,10,1,55000,False,False,1,0,3,1.33,52206,True
Software developer,Female,34,French,True,9,3,29000,True,False,2,3,3,2.67,25642,True
Software engineer,Male,30,Italian,True,3,2,38000,True,False,1,0,2,1.0,37018,False
Software engineer,Male,27,Irish,False,3,2,38000,False,False,4,0,0,1.33,37900,False
Scrum master,Male,42,British,False,19,9,47000,True,False,3,4,3,3.33,44248,True
Software architect,Female,38,Indian,False,10,4,55000,False,False,2,2,3,2.33,54400,False
Devops,Female,41,Turkish,True,12,5,48000,True,False,1,1,3,1.67,44570,True
Product owner,Female,41,Spanish,False,12,7,40000,True,True,3,1,1,1.67,36534,False
Product owner,Male,35,British,False,12,9,40000,True,True,3,3,0,2.0,32994,True
Product owner,Female,38,Portuguese,True,12,6,40000,False,True,0,1,0,0.33,,
Devops,Male,38,Indian,False,12,8,48000,False,False,2,3,1,2.0,46006,False
Sysops,Female,29,Brazilian,False,7,1,273000,False,True,2,4,2,2.67,235522,False
Software engineer,Male,26,Portuguese,False,3,1,38000,False,False,3,2,1,2.0,34527,False
Software architect,Male,32,Brazilian,True,10,2,55000,False,False,4,2,3,3.0,47433,False
Software engineer,Male,32,Italian,False,3,2,38000,False,False,4,4,4,4.0,33286,True
Software developer,Male,34,Brazilian,False,9,3,29000,False,True,2,2,1,1.67,26655,False
Scrum master,Male,41,Turkish,False,19,3,47000,False,True,0,4,4,2.67,39153,False
Product owner,Male,35,Spanish,False,12,3,40000,False,False,2,1,2,1.67,35532,False
Software engineer,Male,31,British,False,3,1,38000,True,True,1,3,3,2.33,32218,True
Product owner,Female,36,Turkish,False,12,9,40000,False,True,3,1,2,2.0,32395,True
Sysops,Male,31,Portuguese,False,7,3,273000,True,False,2,2,4,2.67,230097,False
Software architect,Male,33,Brazilian,False,10,3,55000,False,False,4,1,0,1.67,51801,False
Product owner,Male,39,Irish,True,12,10,40000,False,True,1,4,0,1.67,36370,False
Software developer,Male,31,British,False,9,6,29000,True,True,2,4,1,2.33,24988,True
Software architect,Male,36,Irish,True,10,4,55000,False,False,3,4,4,3.67,48723,False
Product owner,Male,38,Brazilian,False,12,7,40000,False,True,2,1,3,2.0,39471,True
Sysops,Female,31,Portuguese,True,7,3,273000,True,False,1,4,2,2.33,236389,True
CTO,Female,47,Italian,False,20,17,70000,False,False,0,1,3,1.33,64399,False
Product owner,Male,39,Italian,False,12,3,40000,False,True,2,3,1,2.0,32226,False
Software engineer,Male,32,Spanish,True,3,2,38000,False,True,4,2,3,3.0,35689,True
CTO,Male,43,Irish,True,20,9,70000,True,True,2,4,0,2.0,61087,False
Software architect,Male,32,Italian,True,10,7,55000,False,False,4,4,0,2.67,50740,False
Software engineer,Female,32,Spanish,False,3,2,38000,False,True,2,4,0,2.0,32030,True
CTO,Female,48,Brazilian,False,20,3,70000,False,True,4,4,0,2.67,57482,True
CTO,Male,42,Spanish,False,20,16,70000,False,True,0,0,3,1.0,56470,False
Software architect,Female,39,Indian,True,10,2,55000,False,True,3,3,0,2.0,49942,False
Software engineer,Male,26,Irish,False,3,2,38000,False,False,1,0,3,1.33,32671,False
Product owner,Male,41,Turkish,False,12,6,40000,True,False,4,4,3,3.67,39824,False
Software engineer,Male,26,Turkish,False,3,1,38000,True,True,0,0,3,1.0,35164,True
CTO,Male,45,Brazilian,False,20,13,70000,False,False,3,4,2,3.0,67622,True
Software architect,Female,39,Italian,False,10,5,55000,True,False,3,4,2,3.0,48750,True
Software architect,Female,36,Italian,False,10,1,55000,False,False,3,4,1,2.67,52182,True
Software architect,Male,39,Spanish,False,10,8,55000,False,False,1,1,3,1.67,52316,False
Sysops,Female,33,Portuguese,False,7,2,273000,True,False,3,2,0,1.67,248275,False
CTO,Female,48,Brazilian,False,20,4,70000,False,False,1,0,2,1.0,62402,False
Devops,Male,36,French,True,12,10,48000,False,False,1,2,3,2.0,43273,True
Software architect,Male,36,Brazilian,False,10,9,55000,False,True,3,2,1,2.0,52207,True
Software architect,Female,38,Brazilian,False,10,9,55000,False,True,4,3,4,3.67,50975,False
Scrum master,Female,41,French,True,19,1,47000,False,True,0,1,3,1.33,39383,True
Sysops,Male,30,Irish,False,7,1,273000,True,True,4,1,4,3.0,258522,False
Product owner,Male,38,Italian,False,12,6,40000,False,False,2,1,0,1.0,36741,True
Product owner,Male,40,Portuguese,False,12,3,40000,False,True,2,1,3,2.0,38251,True
Software developer,Male,35,Italian,False,9,2,29000,False,False,3,3,1,2.33,26557,True
Devops,Male,40,Brazilian,False,12,5,48000,False,True,3,3,3,3.0,38840,True
Software developer,Female,36,Brazilian,False,9,8,29000,False,False,1,0,0,0.33,,
Software developer,Male,36,Portuguese,False,9,7,29000,True,False,0,1,3,1.33,24112,True
Software architect,Female,36,Indian,False,10,6,55000,False,False,3,0,4,2.33,50312,True
Product owner,Male,35,Indian,True,12,7,40000,False,True,2,4,3,3.0,35782,False
Software developer,Male,31,Irish,False,9,4,29000,False,False,2,0,2,1.33,27507,True
Software engineer,Male,30,Brazilian,False,3,2,38000,False,False,2,3,0,1.67,32587,True
Software architect,Female,39,Brazilian,False,10,8,55000,False,True,3,2,4,3.0,49845,True
Software architect,Male,32,Brazilian,True,10,9,55000,False,False,3,3,2,2.67,47465,False
Sysops,Female,35,Brazilian,True,7,6,273000,True,False,0,4,4,2.67,257844,True
Product owner,Female,34,Turkish,False,12,9,40000,False,True,3,4,1,2.67,36725,True
Scrum master,Female,46,French,True,19,13,47000,False,True,4,3,2,3.0,46394,True
Software engineer,Male,27,Italian,True,3,1,38000,False,False,0,1,2,1.0,30813,False
Devops,Male,37,Brazilian,False,12,10,48000,False,True,1,4,4,3.0,39748,True
Devops,Male,34,Italian,True,12,7,48000,True,False,2,3,1,2.0,39679,True
Software developer,Male,32,French,False,9,7,29000,True,True,1,1,3,1.67,25774,False
Devops,Male,34,Spanish,False,12,7,48000,False,False,4,0,4,2.67,39671,True
Software architect,Male,36,Irish,False,10,2,55000,False,True,2,0,0,0.67,,
Software engineer,Female,27,Brazilian,False,3,2,38000,True,False,1,2,2,1.67,31333,False
Devops,Male,41,Italian,True,12,1,48000,True,False,1,0,1,0.67,,
CTO,Female,47,Italian,False,20,14,70000,True,False,3,3,2,2.67,59117,True
Devops,Female,36,Indian,False,12,4,48000,False,False,0,0,2,0.67,,
Devops,Female,39,Irish,False,12,3,48000,True,True,1,4,4,3.0,39736,False
CTO,Female,47,Portuguese,False,20,4,70000,False,False,1,0,3,1.33,60038,False
Devops,Male,34,French,False,12,10,48000,False,True,4,1,3,2.67,47776,True
Software architect,Male,32,Italian,False,10,6,55000,False,True,4,1,3,2.67,44445,False
Software engineer,Female,26,Irish,True,3,1,38000,True,False,2,1,1,1.33,31573,False
Software developer,Female,33,Turkish,False,9,3,29000,True,True,2,4,1,2.33,23790,True
Sysops,Male,34,Turkish,False,7,3,273000,False,True,3,1,0,1.33,256208,True
Product owner,Female,39,Irish,False,12,7,40000,True,False,1,3,3,2.33,36286,False
Sysops,Female,29,Irish,False,7,3,273000,False,True,1,2,3,2.0,233605,False
Sysops,Male,36,French,False,7,2,273000,False,False,2,1,2,1.67,225339,False
Software engineer,Female,29,British,False,3,1,38000,False,False,1,0,2,1.0,37342,False
Scrum master,Female,43,Portuguese,False,19,12,47000,False,True,0,0,0,0.0,,
Sysops,Male,30,Irish,False,7,1,273000,False,True,1,4,3,2.67,265758,False
Software architect,Male,32,French,False,10,1,55000,False,True,3,2,0,1.67,52239,False
Software engineer,Female,32,Turkish,False,3,2,38000,True,True,3,3,2,2.67,37911,True
Software architect,Female,39,Spanish,False,10,3,55000,False,True,3,0,2,1.67,49069,False
Scrum master,Female,45,Spanish,True,19,4,47000,False,True,3,2,4,3.0,38977,False
Product owner,Female,39,Irish,False,12,10,40000,False,False,0,4,2,2.0,33484,True
Software developer,Female,37,Italian,False,9,7,29000,False,True,3,2,3,2.67,26923,True
Scrum master,Male,47,Portuguese,False,19,1,47000,False,False,0,1,4,1.67,41194,True
CTO,Male,46,Spanish,False,20,8,70000,False,True,1,0,0,0.33,,
Sysops,Female,32,French,False,7,2,273000,False,True,1,2,0,1.0,237896,True
Product owner,Male,41,Portuguese,False,12,9,40000,False,True,2,4,1,2.33,39812,True
Software architect,Male,32,Spanish,True,10,3,55000,False,False,4,3,3,3.33,51910,False
Software engineer,Female,32,Spanish,False,3,1,38000,False,True,2,0,4,2.0,33263,True
Software developer,Female,32,British,True,9,5,29000,False,True,1,3,0,1.33,23845,False
Software architect,Female,39,Brazilian,False,10,3,55000,False,False,4,0,2,2.0,46871,False
CTO,Male,47,Spanish,True,20,18,70000,False,False,3,0,0,1.0,65225,True
Devops,Male,37,Indian,True,12,2,48000,False,False,2,0,3,1.67,44545,False
CTO,Male,43,Indian,False,20,15,70000,False,False,3,0,3,2.0,56091,False
Software architect,Male,38,Spanish,True,10,8,55000,True,True,4,4,2,3.33,44514,True
Devops,Female,35,Brazilian,False,12,6,48000,True,False,4,4,3,3.67,43042,True
Sysops,Male,34,Italian,False,7,3,273000,False,False,4,0,4,2.67,225772,True
CTO,Female,42,Italian,False,20,11,70000,False,True,1,2,1,1.33,65399,True
Product owner,Female,35,Spanish,False,12,4,40000,False,False,4,0,2,2.0,38271,False
Software architect,Female,33,Turkish,False,10,2,55000,True,False,0,1,3,1.33,53265,False
Software engineer,Female,29,Irish,False,3,1,38000,False,True,0,4,4,2.67,32518,False
CTO,Female,49,Turkish,True,20,17,70000,False,True,3,1,3,2.33,60104,False
Sysops,Female,29,Brazilian,False,7,5,273000,True,True,4,2,1,2.33,239303,False
CTO,Female,48,Italian,False,20,6,70000,False,False,2,3,3,2.67,68936,False
CTO,Female,48,Portuguese,False,20,10,70000,False,False,1,3,3,2.33,64724,True
Product owner,Female,37,Spanish,False,12,2,40000,False,False,2,3,0,1.67,34470,False
Devops,Female,39,Spanish,False,12,8,48000,False,True,1,4,0,1.67,40189,False
Software developer,Male,32,Spanish,False,9,1,29000,False,False,2,2,3,2.33,25796,False
CTO,Male,44,French,True,20,17,70000,False,False,3,1,3,2.33,56382,True
Scrum master,Female,44,Irish,False,19,12,47000,False,True,1,2,2,1.67,45773,False
Software engineer,Female,31,Turkish,False,3,2,38000,True,True,4,4,3,3.67,36701,True
Sysops,Female,29,Irish,False,7,3,273000,False,True,0,0,3,1.0,225413,True
Devops,Female,39,French,False,12,11,48000,False,True,3,1,0,1.33,45119,True
CTO,Female,44,British,False,20,14,70000,True,True,2,0,0,0.67,,
Sysops,Female,33,Brazilian,True,7,3,273000,False,True,2,3,1,2.0,254029,True
CTO,Female,48,French,False,20,9,70000,False,True,0,0,2,0.67,,
Software engineer,Male,29,Italian,False,3,1,38000,False,False,1,3,2,2.0,37077,False
Scrum master,Male,44,Portuguese,False,19,9,47000,False,False,0,3,3,2.0,39657,True
Product owner,Female,37,Portuguese,True,12,3,40000,False,False,0,1,3,1.33,32417,True
Scrum master,Male,48,Indian,False,19,7,47000,True,False,3,4,2,3.0,39918,False
Devops,Female,39,Brazilian,False,12,1,48000,False,True,2,0,3,1.67,46651,False
Software architect,Male,36,Irish,True,10,6,55000,True,True,0,1,2,1.0,50136,False
CTO,Female,46,Irish,False,20,10,70000,False,False,3,0,4,2.33,68988,False
Scrum master,Female,45,French,False,19,6,47000,True,False,4,3,1,2.67,43574,True
Sysops,Female,33,Spanish,False,7,2,273000,False,True,1,1,2,1.33,226039,False
Scrum master,Male,45,Spanish,False,19,1,47000,False,False,1,2,3,2.0,46821,False
Sysops,Female,36,Irish,True,7,3,273000,False,True,0,1,3,1.33,232640,False
Software architect,Female,39,Turkish,False,10,5,55000,True,False,1,2,1,1.33,49003,False
Product owner,Female,39,French,False,12,1,40000,False,False,3,4,4,3.67,37567,True
Product owner,Female,36,Portuguese,False,12,3,40000,False,True,2,3,0,1.67,38868,True
